level,energy,u
5,3.3200000000000003,1.2625000000000002
5,3.34,1.2125000000000001
5,3.34,1.225
5,3.34,1.2375
5,3.34,1.25
5,3.34,1.2625000000000002
5,3.36,1.2125000000000001
5,3.36,1.225
5,3.36,1.2375
5,3.36,1.25
5,3.36,1.2625000000000002
5,3.36,1.2750000000000001
5,3.38,1.225
5,3.38,1.2375
5,3.38,1.25
5,3.38,1.2625000000000002
5,3.38,1.2750000000000001
5,3.4,1.225
5,3.4,1.2375
5,3.4,1.25
5,3.4,1.2625000000000002
5,3.4,1.2750000000000001
5,3.4,1.2875
5,3.42,1.2375
5,3.42,1.25
5,3.42,1.2625000000000002
5,3.42,1.2750000000000001
5,3.42,1.2875
5,3.44,1.2375
5,3.44,1.25
5,3.44,1.2625000000000002
5,3.44,1.2750000000000001
5,3.44,1.2875
5,3.46,1.2375
5,3.46,1.25
5,3.46,1.2625000000000002
5,3.46,1.2750000000000001
5,3.46,1.2875
5,3.46,1.3
5,3.48,1.25
5,3.48,1.2625000000000002
5,3.48,1.2750000000000001
5,3.48,1.2875
5,3.48,1.3
5,3.5,1.25
5,3.5,1.2625000000000002
5,3.5,1.2750000000000001
5,3.5,1.2875
5,3.5,1.3
5,3.5,1.3125
5,3.52,1.2625000000000002
5,3.52,1.2750000000000001
5,3.52,1.2875
5,3.52,1.3
5,3.52,1.3125
5,3.54,1.2625000000000002
5,3.54,1.2750000000000001
5,3.54,1.2875
5,3.54,1.3
5,3.54,1.3125
5,3.56,1.2625000000000002
5,3.56,1.2750000000000001
5,3.56,1.2875
5,3.56,1.3
5,3.56,1.3125
5,3.56,1.3250000000000002
5,3.58,1.2750000000000001
5,3.58,1.2875
5,3.58,1.3
5,3.58,1.3125
5,3.58,1.3250000000000002
5,3.6,1.2750000000000001
5,3.6,1.2875
5,3.6,1.3
5,3.6,1.3125
5,3.6,1.3250000000000002
5,3.6,1.3375000000000001
5,3.62,1.2750000000000001
5,3.62,1.2875
5,3.62,1.3
5,3.62,1.3125
5,3.62,1.3250000000000002
5,3.62,1.3375000000000001
5,3.64,1.2875
5,3.64,1.3
5,3.64,1.3125
5,3.64,1.3250000000000002
5,3.64,1.3375000000000001
5,3.66,1.2875
5,3.66,1.3
5,3.66,1.3125
5,3.66,1.3250000000000002
5,3.66,1.3375000000000001
5,3.66,1.35
5,3.68,1.3
5,3.68,1.3125
5,3.68,1.3250000000000002
5,3.68,1.3375000000000001
5,3.68,1.35
5,3.7,1.3
5,3.7,1.3125
5,3.7,1.3250000000000002
5,3.7,1.3375000000000001
5,3.7,1.35
5,3.7,1.3625
5,3.72,1.3
5,3.72,1.3125
5,3.72,1.3250000000000002
5,3.72,1.3375000000000001
5,3.72,1.35
5,3.72,1.3625
5,3.74,1.3125
5,3.74,1.3250000000000002
5,3.74,1.3375000000000001
5,3.74,1.35
5,3.74,1.3625
5,3.7600000000000002,1.3125
5,3.7600000000000002,1.3250000000000002
5,3.7600000000000002,1.3375000000000001
5,3.7600000000000002,1.35
5,3.7600000000000002,1.3625
5,3.7600000000000002,1.375
5,3.7800000000000002,1.3125
5,3.7800000000000002,1.3250000000000002
5,3.7800000000000002,1.3375000000000001
5,3.7800000000000002,1.35
5,3.7800000000000002,1.3625
5,3.7800000000000002,1.375
5,3.8000000000000003,1.3250000000000002
5,3.8000000000000003,1.3375000000000001
5,3.8000000000000003,1.35
5,3.8000000000000003,1.3625
5,3.8000000000000003,1.375
5,3.8200000000000003,1.3250000000000002
5,3.8200000000000003,1.3375000000000001
5,3.8200000000000003,1.35
5,3.8200000000000003,1.3625
5,3.8200000000000003,1.375
5,3.8200000000000003,1.3875000000000002
5,3.84,1.3375000000000001
5,3.84,1.35
5,3.84,1.3625
5,3.84,1.375
5,3.84,1.3875000000000002
5,3.86,1.3375000000000001
5,3.86,1.35
5,3.86,1.3625
5,3.86,1.375
5,3.86,1.3875000000000002
5,3.86,1.4000000000000001
5,3.88,1.3375000000000001
5,3.88,1.35
5,3.88,1.3625
5,3.88,1.375
5,3.88,1.3875000000000002
5,3.88,1.4000000000000001
5,3.9,1.35
5,3.9,1.3625
5,3.9,1.375
5,3.9,1.3875000000000002
5,3.9,1.4000000000000001
5,3.92,1.35
5,3.92,1.3625
5,3.92,1.375
5,3.92,1.3875000000000002
5,3.92,1.4000000000000001
5,3.92,1.4125
5,3.94,1.35
5,3.94,1.3625
5,3.94,1.375
5,3.94,1.3875000000000002
5,3.94,1.4000000000000001
5,3.94,1.4125
5,3.96,1.3625
5,3.96,1.375
5,3.96,1.3875000000000002
5,3.96,1.4000000000000001
5,3.96,1.4125
5,3.98,1.3625
5,3.98,1.375
5,3.98,1.3875000000000002
5,3.98,1.4000000000000001
5,3.98,1.4125
5,3.98,1.425
5,4.0,1.3625
5,4.0,1.375
5,4.0,1.3875000000000002
5,4.0,1.4000000000000001
5,4.0,1.4125
5,4.0,1.425
5,4.0200000000000005,1.375
5,4.0200000000000005,1.3875000000000002
5,4.0200000000000005,1.4000000000000001
5,4.0200000000000005,1.4125
5,4.0200000000000005,1.425
5,4.0200000000000005,1.4375
5,4.04,1.375
5,4.04,1.3875000000000002
5,4.04,1.4000000000000001
5,4.04,1.4125
5,4.04,1.425
5,4.04,1.4375
5,4.0600000000000005,1.375
5,4.0600000000000005,1.3875000000000002
5,4.0600000000000005,1.4000000000000001
5,4.0600000000000005,1.4125
5,4.0600000000000005,1.425
5,4.0600000000000005,1.4375
5,4.08,1.3875000000000002
5,4.08,1.4000000000000001
5,4.08,1.4125
5,4.08,1.425
5,4.08,1.4375
5,4.08,1.4500000000000002
5,4.1,1.3875000000000002
5,4.1,1.4000000000000001
5,4.1,1.4125
5,4.1,1.425
5,4.1,1.4375
5,4.1,1.4500000000000002
5,4.12,1.4000000000000001
5,4.12,1.4125
5,4.12,1.425
5,4.12,1.4375
5,4.12,1.4500000000000002
5,4.14,1.4000000000000001
5,4.14,1.4125
5,4.14,1.425
5,4.14,1.4375
5,4.14,1.4500000000000002
5,4.14,1.4625000000000001
5,4.16,1.4000000000000001
5,4.16,1.4125
5,4.16,1.425
5,4.16,1.4375
5,4.16,1.4500000000000002
5,4.16,1.4625000000000001
5,4.18,1.4125
5,4.18,1.425
5,4.18,1.4375
5,4.18,1.4500000000000002
5,4.18,1.4625000000000001
5,4.2,1.4125
5,4.2,1.425
5,4.2,1.4375
5,4.2,1.4500000000000002
5,4.2,1.4625000000000001
5,4.2,1.475
5,4.22,1.4125
5,4.22,1.425
5,4.22,1.4375
5,4.22,1.4500000000000002
5,4.22,1.4625000000000001
5,4.22,1.475
5,4.24,1.425
5,4.24,1.4375
5,4.24,1.4500000000000002
5,4.24,1.4625000000000001
5,4.24,1.475
5,4.24,1.4875
5,4.26,1.425
5,4.26,1.4375
5,4.26,1.4500000000000002
5,4.26,1.4625000000000001
5,4.26,1.475
5,4.26,1.4875
5,4.28,1.425
5,4.28,1.4375
5,4.28,1.4500000000000002
5,4.28,1.4625000000000001
5,4.28,1.475
5,4.28,1.4875
5,4.3,1.4375
5,4.3,1.4500000000000002
5,4.3,1.4625000000000001
5,4.3,1.475
5,4.3,1.4875
5,4.3,1.5
5,4.32,1.4375
5,4.32,1.4500000000000002
5,4.32,1.4625000000000001
5,4.32,1.475
5,4.32,1.4875
5,4.32,1.5
5,4.34,1.4375
5,4.34,1.4500000000000002
5,4.34,1.4625000000000001
5,4.34,1.475
5,4.34,1.4875
5,4.34,1.5
5,4.36,1.4500000000000002
5,4.36,1.4625000000000001
5,4.36,1.475
5,4.36,1.4875
5,4.36,1.5
5,4.36,1.5125000000000002
5,4.38,1.4500000000000002
5,4.38,1.4625000000000001
5,4.38,1.475
5,4.38,1.4875
5,4.38,1.5
5,4.38,1.5125000000000002
5,4.4,1.4500000000000002
5,4.4,1.4625000000000001
5,4.4,1.475
5,4.4,1.4875
5,4.4,1.5
5,4.4,1.5125000000000002
5,4.42,1.4625000000000001
5,4.42,1.475
5,4.42,1.4875
5,4.42,1.5
5,4.42,1.5125000000000002
5,4.42,1.5250000000000001
5,4.44,1.4625000000000001
5,4.44,1.475
5,4.44,1.4875
5,4.44,1.5
5,4.44,1.5125000000000002
5,4.44,1.5250000000000001
5,4.46,1.4625000000000001
5,4.46,1.475
5,4.46,1.4875
5,4.46,1.5
5,4.46,1.5125000000000002
5,4.46,1.5250000000000001
5,4.48,1.475
5,4.48,1.4875
5,4.48,1.5
5,4.48,1.5125000000000002
5,4.48,1.5250000000000001
5,4.48,1.5375
5,4.5,1.475
5,4.5,1.4875
5,4.5,1.5
5,4.5,1.5125000000000002
5,4.5,1.5250000000000001
5,4.5,1.5375
5,4.5200000000000005,1.475
5,4.5200000000000005,1.4875
5,4.5200000000000005,1.5
5,4.5200000000000005,1.5125000000000002
5,4.5200000000000005,1.5250000000000001
5,4.5200000000000005,1.5375
5,4.5200000000000005,1.55
5,4.54,1.4875
5,4.54,1.5
5,4.54,1.5125000000000002
5,4.54,1.5250000000000001
5,4.54,1.5375
5,4.54,1.55
5,4.5600000000000005,1.4875
5,4.5600000000000005,1.5
5,4.5600000000000005,1.5125000000000002
5,4.5600000000000005,1.5250000000000001
5,4.5600000000000005,1.5375
5,4.5600000000000005,1.55
5,4.58,1.4875
5,4.58,1.5
5,4.58,1.5125000000000002
5,4.58,1.5250000000000001
5,4.58,1.5375
5,4.58,1.55
5,4.58,1.5625
5,4.6000000000000005,1.5
5,4.6000000000000005,1.5125000000000002
5,4.6000000000000005,1.5250000000000001
5,4.6000000000000005,1.5375
5,4.6000000000000005,1.55
5,4.6000000000000005,1.5625
5,4.62,1.5
5,4.62,1.5125000000000002
5,4.62,1.5250000000000001
5,4.62,1.5375
5,4.62,1.55
5,4.62,1.5625
5,4.64,1.5
5,4.64,1.5125000000000002
5,4.64,1.5250000000000001
5,4.64,1.5375
5,4.64,1.55
5,4.64,1.5625
5,4.64,1.5750000000000002
5,4.66,1.5125000000000002
5,4.66,1.5250000000000001
5,4.66,1.5375
5,4.66,1.55
5,4.66,1.5625
5,4.66,1.5750000000000002
5,4.68,1.5125000000000002
5,4.68,1.5250000000000001
5,4.68,1.5375
5,4.68,1.55
5,4.68,1.5625
5,4.68,1.5750000000000002
5,4.7,1.5125000000000002
5,4.7,1.5250000000000001
5,4.7,1.5375
5,4.7,1.55
5,4.7,1.5625
5,4.7,1.5750000000000002
5,4.7,1.5875000000000001
5,4.72,1.5250000000000001
5,4.72,1.5375
5,4.72,1.55
5,4.72,1.5625
5,4.72,1.5750000000000002
5,4.72,1.5875000000000001
5,4.74,1.5250000000000001
5,4.74,1.5375
5,4.74,1.55
5,4.74,1.5625
5,4.74,1.5750000000000002
5,4.74,1.5875000000000001
5,4.76,1.5250000000000001
5,4.76,1.5375
5,4.76,1.55
5,4.76,1.5625
5,4.76,1.5750000000000002
5,4.76,1.5875000000000001
5,4.76,1.6
5,4.78,1.5375
5,4.78,1.55
5,4.78,1.5625
5,4.78,1.5750000000000002
5,4.78,1.5875000000000001
5,4.78,1.6
5,4.8,1.5375
5,4.8,1.55
5,4.8,1.5625
5,4.8,1.5750000000000002
5,4.8,1.5875000000000001
5,4.8,1.6
5,4.82,1.5375
5,4.82,1.55
5,4.82,1.5625
5,4.82,1.5750000000000002
5,4.82,1.5875000000000001
5,4.82,1.6
5,4.82,1.6125
5,4.84,1.55
5,4.84,1.5625
5,4.84,1.5750000000000002
5,4.84,1.5875000000000001
5,4.84,1.6
5,4.84,1.6125
5,4.86,1.55
5,4.86,1.5625
5,4.86,1.5750000000000002
5,4.86,1.5875000000000001
5,4.86,1.6
5,4.86,1.6125
5,4.88,1.55
5,4.88,1.5625
5,4.88,1.5750000000000002
5,4.88,1.5875000000000001
5,4.88,1.6
5,4.88,1.6125
5,4.88,1.625
5,4.9,1.5625
5,4.9,1.5750000000000002
5,4.9,1.5875000000000001
5,4.9,1.6
5,4.9,1.6125
5,4.9,1.625
5,4.92,1.5625
5,4.92,1.5750000000000002
5,4.92,1.5875000000000001
5,4.92,1.6
5,4.92,1.6125
5,4.92,1.625
5,4.94,1.5625
5,4.94,1.5750000000000002
5,4.94,1.5875000000000001
5,4.94,1.6
5,4.94,1.6125
5,4.94,1.625
5,4.94,1.6375000000000002
5,4.96,1.5750000000000002
5,4.96,1.5875000000000001
5,4.96,1.6
5,4.96,1.6125
5,4.96,1.625
5,4.96,1.6375000000000002
5,4.98,1.5750000000000002
5,4.98,1.5875000000000001
5,4.98,1.6
5,4.98,1.6125
5,4.98,1.625
5,4.98,1.6375000000000002
5,5.0,1.5750000000000002
5,5.0,1.5875000000000001
5,5.0,1.6
5,5.0,1.6125
5,5.0,1.625
5,5.0,1.6375000000000002
5,5.0,1.6500000000000001
6,0.52,0.4
6,0.58,0.41250000000000003
6,0.64,0.42500000000000004
6,0.68,0.4375
6,0.7000000000000001,0.4375
6,0.74,0.45
6,0.78,0.4625
6,0.8200000000000001,0.47500000000000003
6,0.86,0.48750000000000004
6,0.98,0.525
6,1.02,0.5375
6,1.06,0.55
6,1.1,0.5625
6,1.1400000000000001,0.5750000000000001
6,1.2,0.6000000000000001
6,1.24,0.6125
6,1.28,0.625
6,1.3800000000000001,0.6625000000000001
6,1.42,0.675
6,1.46,0.6875
6,1.52,0.7125
6,1.56,0.7250000000000001
6,1.6,0.7375
6,1.6400000000000001,0.75
6,1.6600000000000001,0.7625000000000001
6,1.68,0.7625000000000001
6,1.7,0.775
6,1.74,0.7875000000000001
6,1.78,0.8
6,1.82,0.8125
6,1.86,0.8250000000000001
