level,energy,x
5,1.1,0.2875
5,1.12,-0.2833333333333333
5,1.12,-0.2791666666666667
5,1.12,-0.275
5,1.12,-0.27083333333333337
5,1.12,-0.26666666666666666
5,1.12,-0.2625
5,1.12,-0.2583333333333333
5,1.12,0.2583333333333333
5,1.12,0.26249999999999996
5,1.12,0.2666666666666666
5,1.12,0.27083333333333337
5,1.12,0.275
5,1.12,0.2791666666666667
5,1.12,0.2833333333333333
5,1.1400000000000001,-0.2833333333333333
5,1.1400000000000001,-0.2791666666666667
5,1.1400000000000001,-0.275
5,1.1400000000000001,-0.27083333333333337
5,1.1400000000000001,-0.26666666666666666
5,1.1400000000000001,-0.2625
5,1.1400000000000001,-0.2583333333333333
5,1.1400000000000001,-0.25416666666666665
5,1.1400000000000001,0.25416666666666665
5,1.1400000000000001,0.2583333333333333
5,1.1400000000000001,0.26249999999999996
5,1.1400000000000001,0.2666666666666666
5,1.1400000000000001,0.27083333333333337
5,1.1400000000000001,0.275
5,1.1400000000000001,0.2791666666666667
5,1.1400000000000001,0.2833333333333333
5,1.16,-0.2791666666666667
5,1.16,-0.275
5,1.16,-0.27083333333333337
5,1.16,-0.26666666666666666
5,1.16,-0.2625
5,1.16,-0.2583333333333333
5,1.16,-0.25416666666666665
5,1.16,-0.25
5,1.16,0.25
5,1.16,0.25416666666666665
5,1.16,0.2583333333333333
5,1.16,0.26249999999999996
5,1.16,0.2666666666666666
5,1.16,0.27083333333333337
5,1.16,0.275
5,1.16,0.2791666666666667
5,1.18,-0.275
5,1.18,-0.27083333333333337
5,1.18,-0.26666666666666666
5,1.18,-0.2625
5,1.18,-0.2583333333333333
5,1.18,-0.25416666666666665
5,1.18,-0.25
5,1.18,0.25
5,1.18,0.25416666666666665
5,1.18,0.2583333333333333
5,1.18,0.26249999999999996
5,1.18,0.2666666666666666
5,1.18,0.27083333333333337
5,1.18,0.275
5,1.2,-0.275
5,1.2,-0.27083333333333337
5,1.2,-0.26666666666666666
5,1.2,-0.2625
5,1.2,-0.2583333333333333
5,1.2,-0.25416666666666665
5,1.2,-0.25
5,1.2,-0.24583333333333335
5,1.2,0.24583333333333335
5,1.2,0.25
5,1.2,0.25416666666666665
5,1.2,0.2583333333333333
5,1.2,0.26249999999999996
5,1.2,0.2666666666666666
5,1.2,0.27083333333333337
5,1.2,0.275
5,1.22,-0.27083333333333337
5,1.22,-0.26666666666666666
5,1.22,-0.2625
5,1.22,-0.2583333333333333
5,1.22,-0.25416666666666665
5,1.22,-0.25
5,1.22,-0.24583333333333335
5,1.22,-0.2416666666666667
5,1.22,0.2416666666666667
5,1.22,0.24583333333333335
5,1.22,0.25
5,1.22,0.25416666666666665
5,1.22,0.2583333333333333
5,1.22,0.26249999999999996
5,1.22,0.2666666666666666
5,1.22,0.27083333333333337
5,1.24,-0.26666666666666666
5,1.24,-0.2625
5,1.24,-0.2583333333333333
5,1.24,-0.25416666666666665
5,1.24,-0.25
5,1.24,-0.24583333333333335
5,1.24,-0.2416666666666667
5,1.24,-0.2375
5,1.24,0.23750000000000004
5,1.24,0.2416666666666667
5,1.24,0.24583333333333335
5,1.24,0.25
5,1.24,0.25416666666666665
5,1.24,0.2583333333333333
5,1.24,0.26249999999999996
5,1.24,0.2666666666666666
5,1.26,-0.26666666666666666
5,1.26,-0.2625
5,1.26,-0.2583333333333333
5,1.26,-0.25416666666666665
5,1.26,-0.25
5,1.26,-0.24583333333333335
5,1.26,-0.2416666666666667
5,1.26,-0.2375
5,1.26,0.23750000000000004
5,1.26,0.2416666666666667
5,1.26,0.24583333333333335
5,1.26,0.25
5,1.26,0.25416666666666665
5,1.26,0.2583333333333333
5,1.26,0.26249999999999996
5,1.26,0.2666666666666666
5,1.28,-0.2625
5,1.28,-0.2583333333333333
5,1.28,-0.25416666666666665
5,1.28,-0.25
5,1.28,-0.24583333333333335
5,1.28,-0.2416666666666667
5,1.28,-0.2375
5,1.28,-0.23333333333333334
5,1.28,0.23333333333333328
5,1.28,0.23750000000000004
5,1.28,0.2416666666666667
5,1.28,0.24583333333333335
5,1.28,0.25
5,1.28,0.25416666666666665
5,1.28,0.2583333333333333
5,1.28,0.26249999999999996
5,1.3,-0.2583333333333333
5,1.3,-0.25416666666666665
5,1.3,-0.25
5,1.3,-0.24583333333333335
5,1.3,-0.2416666666666667
5,1.3,-0.2375
5,1.3,-0.23333333333333334
5,1.3,-0.22916666666666669
5,1.3,0.22916666666666663
5,1.3,0.23333333333333328
5,1.3,0.23750000000000004
5,1.3,0.2416666666666667
5,1.3,0.24583333333333335
5,1.3,0.25
5,1.3,0.25416666666666665
5,1.3,0.2583333333333333
5,1.32,-0.2583333333333333
5,1.32,-0.25416666666666665
5,1.32,-0.25
5,1.32,-0.24583333333333335
5,1.32,-0.2416666666666667
5,1.32,-0.2375
5,1.32,-0.23333333333333334
5,1.32,-0.22916666666666669
5,1.32,0.22916666666666663
5,1.32,0.23333333333333328
5,1.32,0.23750000000000004
5,1.32,0.2416666666666667
5,1.32,0.24583333333333335
5,1.32,0.25
5,1.32,0.25416666666666665
5,1.32,0.2583333333333333
5,1.34,-0.25416666666666665
5,1.34,-0.25
5,1.34,-0.24583333333333335
5,1.34,-0.2416666666666667
5,1.34,-0.2375
5,1.34,-0.23333333333333334
5,1.34,-0.22916666666666669
5,1.34,-0.22499999999999998
5,1.34,0.22499999999999998
5,1.34,0.22916666666666663
5,1.34,0.23333333333333328
5,1.34,0.23750000000000004
5,1.34,0.2416666666666667
5,1.34,0.24583333333333335
5,1.34,0.25
5,1.34,0.25416666666666665
5,1.36,-0.25416666666666665
5,1.36,-0.25
5,1.36,-0.24583333333333335
5,1.36,-0.2416666666666667
5,1.36,-0.2375
5,1.36,-0.23333333333333334
5,1.36,-0.22916666666666669
5,1.36,-0.22499999999999998
5,1.36,-0.22083333333333333
5,1.36,0.22083333333333333
5,1.36,0.22499999999999998
5,1.36,0.22916666666666663
5,1.36,0.23333333333333328
5,1.36,0.23750000000000004
5,1.36,0.2416666666666667
5,1.36,0.24583333333333335
5,1.36,0.25
5,1.36,0.25416666666666665
5,1.3800000000000001,-0.25
5,1.3800000000000001,-0.24583333333333335
5,1.3800000000000001,-0.2416666666666667
5,1.3800000000000001,-0.2375
5,1.3800000000000001,-0.23333333333333334
5,1.3800000000000001,-0.22916666666666669
5,1.3800000000000001,-0.22499999999999998
5,1.3800000000000001,-0.22083333333333333
5,1.3800000000000001,0.22083333333333333
5,1.3800000000000001,0.22499999999999998
5,1.3800000000000001,0.22916666666666663
5,1.3800000000000001,0.23333333333333328
5,1.3800000000000001,0.23750000000000004
5,1.3800000000000001,0.2416666666666667
5,1.3800000000000001,0.24583333333333335
5,1.3800000000000001,0.25
5,1.4000000000000001,-0.24583333333333335
5,1.4000000000000001,-0.2416666666666667
5,1.4000000000000001,-0.2375
5,1.4000000000000001,-0.23333333333333334
5,1.4000000000000001,-0.22916666666666669
5,1.4000000000000001,-0.22499999999999998
5,1.4000000000000001,-0.22083333333333333
5,1.4000000000000001,-0.21666666666666667
5,1.4000000000000001,0.21666666666666667
5,1.4000000000000001,0.22083333333333333
5,1.4000000000000001,0.22499999999999998
5,1.4000000000000001,0.22916666666666663
5,1.4000000000000001,0.23333333333333328
5,1.4000000000000001,0.23750000000000004
5,1.4000000000000001,0.2416666666666667
5,1.4000000000000001,0.24583333333333335
5,1.42,-0.24583333333333335
5,1.42,-0.2416666666666667
5,1.42,-0.2375
5,1.42,-0.23333333333333334
5,1.42,-0.22916666666666669
5,1.42,-0.22499999999999998
5,1.42,-0.22083333333333333
5,1.42,-0.21666666666666667
5,1.42,0.21666666666666667
5,1.42,0.22083333333333333
5,1.42,0.22499999999999998
5,1.42,0.22916666666666663
5,1.42,0.23333333333333328
5,1.42,0.23750000000000004
5,1.42,0.2416666666666667
5,1.42,0.24583333333333335
5,1.44,-0.2416666666666667
5,1.44,-0.2375
5,1.44,-0.23333333333333334
5,1.44,-0.22916666666666669
5,1.44,-0.22499999999999998
5,1.44,-0.22083333333333333
5,1.44,-0.21666666666666667
5,1.44,-0.21250000000000002
5,1.44,0.21250000000000002
5,1.44,0.21666666666666667
5,1.44,0.22083333333333333
5,1.44,0.22499999999999998
5,1.44,0.22916666666666663
5,1.44,0.23333333333333328
5,1.44,0.23750000000000004
5,1.44,0.2416666666666667
5,1.46,-0.2416666666666667
5,1.46,-0.2375
5,1.46,-0.23333333333333334
5,1.46,-0.22916666666666669
5,1.46,-0.22499999999999998
5,1.46,-0.22083333333333333
5,1.46,-0.21666666666666667
5,1.46,-0.21250000000000002
5,1.46,-0.20833333333333331
5,1.46,0.20833333333333337
5,1.46,0.21250000000000002
5,1.46,0.21666666666666667
5,1.46,0.22083333333333333
5,1.46,0.22499999999999998
5,1.46,0.22916666666666663
5,1.46,0.23333333333333328
5,1.46,0.23750000000000004
5,1.46,0.2416666666666667
5,1.48,-0.2375
5,1.48,-0.23333333333333334
5,1.48,-0.22916666666666669
5,1.48,-0.22499999999999998
5,1.48,-0.22083333333333333
5,1.48,-0.21666666666666667
5,1.48,-0.21250000000000002
5,1.48,-0.20833333333333331
5,1.48,0.20833333333333337
5,1.48,0.21250000000000002
5,1.48,0.21666666666666667
5,1.48,0.22083333333333333
5,1.48,0.22499999999999998
5,1.48,0.22916666666666663
5,1.48,0.23333333333333328
5,1.48,0.23750000000000004
5,1.5,-0.2375
5,1.5,-0.23333333333333334
5,1.5,-0.22916666666666669
5,1.5,-0.22499999999999998
5,1.5,-0.22083333333333333
5,1.5,-0.21666666666666667
5,1.5,-0.21250000000000002
5,1.5,-0.20833333333333331
5,1.5,-0.20416666666666666
5,1.5,0.2041666666666666
5,1.5,0.20833333333333337
5,1.5,0.21250000000000002
5,1.5,0.21666666666666667
5,1.5,0.22083333333333333
5,1.5,0.22499999999999998
5,1.5,0.22916666666666663
5,1.5,0.23333333333333328
5,1.5,0.23750000000000004
5,1.52,-0.23333333333333334
5,1.52,-0.22916666666666669
5,1.52,-0.22499999999999998
5,1.52,-0.22083333333333333
5,1.52,-0.21666666666666667
5,1.52,-0.21250000000000002
5,1.52,-0.20833333333333331
5,1.52,-0.20416666666666666
5,1.52,0.2041666666666666
5,1.52,0.20833333333333337
5,1.52,0.21250000000000002
5,1.52,0.21666666666666667
5,1.52,0.22083333333333333
5,1.52,0.22499999999999998
5,1.52,0.22916666666666663
5,1.52,0.23333333333333328
5,1.54,-0.23333333333333334
5,1.54,-0.22916666666666669
5,1.54,-0.22499999999999998
5,1.54,-0.22083333333333333
5,1.54,-0.21666666666666667
5,1.54,-0.21250000000000002
5,1.54,-0.20833333333333331
5,1.54,-0.20416666666666666
5,1.54,-0.2
5,1.54,0.19999999999999996
5,1.54,0.2041666666666666
5,1.54,0.20833333333333337
5,1.54,0.21250000000000002
5,1.54,0.21666666666666667
5,1.54,0.22083333333333333
5,1.54,0.22499999999999998
5,1.54,0.22916666666666663
5,1.54,0.23333333333333328
5,1.56,-0.23333333333333334
5,1.56,-0.22916666666666669
5,1.56,-0.22499999999999998
5,1.56,-0.22083333333333333
5,1.56,-0.21666666666666667
5,1.56,-0.21250000000000002
5,1.56,-0.20833333333333331
5,1.56,-0.20416666666666666
5,1.56,-0.2
5,1.56,0.19999999999999996
5,1.56,0.2041666666666666
5,1.56,0.20833333333333337
5,1.56,0.21250000000000002
5,1.56,0.21666666666666667
5,1.56,0.22083333333333333
5,1.56,0.22499999999999998
5,1.56,0.22916666666666663
5,1.56,0.23333333333333328
5,1.58,-0.22916666666666669
5,1.58,-0.22499999999999998
5,1.58,-0.22083333333333333
5,1.58,-0.21666666666666667
5,1.58,-0.21250000000000002
5,1.58,-0.20833333333333331
5,1.58,-0.20416666666666666
5,1.58,-0.2
5,1.58,-0.19583333333333336
5,1.58,0.1958333333333333
5,1.58,0.19999999999999996
5,1.58,0.2041666666666666
5,1.58,0.20833333333333337
5,1.58,0.21250000000000002
5,1.58,0.21666666666666667
5,1.58,0.22083333333333333
5,1.58,0.22499999999999998
5,1.58,0.22916666666666663
5,1.6,-0.22916666666666669
5,1.6,-0.22499999999999998
5,1.6,-0.22083333333333333
5,1.6,-0.21666666666666667
5,1.6,-0.21250000000000002
5,1.6,-0.20833333333333331
5,1.6,-0.20416666666666666
5,1.6,-0.2
5,1.6,-0.19583333333333336
5,1.6,0.1958333333333333
5,1.6,0.19999999999999996
5,1.6,0.2041666666666666
5,1.6,0.20833333333333337
5,1.6,0.21250000000000002
5,1.6,0.21666666666666667
5,1.6,0.22083333333333333
5,1.6,0.22499999999999998
5,1.6,0.22916666666666663
5,1.62,-0.22499999999999998
5,1.62,-0.22083333333333333
5,1.62,-0.21666666666666667
5,1.62,-0.21250000000000002
5,1.62,-0.20833333333333331
5,1.62,-0.20416666666666666
5,1.62,-0.2
5,1.62,-0.19583333333333336
5,1.62,-0.19166666666666665
5,1.62,0.19166666666666665
5,1.62,0.1958333333333333
5,1.62,0.19999999999999996
5,1.62,0.2041666666666666
5,1.62,0.20833333333333337
5,1.62,0.21250000000000002
5,1.62,0.21666666666666667
5,1.62,0.22083333333333333
5,1.62,0.22499999999999998
5,1.6400000000000001,-0.22499999999999998
5,1.6400000000000001,-0.22083333333333333
5,1.6400000000000001,-0.21666666666666667
5,1.6400000000000001,-0.21250000000000002
5,1.6400000000000001,-0.20833333333333331
5,1.6400000000000001,-0.20416666666666666
5,1.6400000000000001,-0.2
5,1.6400000000000001,-0.19583333333333336
5,1.6400000000000001,-0.19166666666666665
5,1.6400000000000001,0.19166666666666665
5,1.6400000000000001,0.1958333333333333
5,1.6400000000000001,0.19999999999999996
5,1.6400000000000001,0.2041666666666666
5,1.6400000000000001,0.20833333333333337
5,1.6400000000000001,0.21250000000000002
5,1.6400000000000001,0.21666666666666667
5,1.6400000000000001,0.22083333333333333
5,1.6400000000000001,0.22499999999999998
5,1.6600000000000001,-0.22083333333333333
5,1.6600000000000001,-0.21666666666666667
5,1.6600000000000001,-0.21250000000000002
5,1.6600000000000001,-0.20833333333333331
5,1.6600000000000001,-0.20416666666666666
5,1.6600000000000001,-0.2
5,1.6600000000000001,-0.19583333333333336
5,1.6600000000000001,-0.19166666666666665
5,1.6600000000000001,-0.1875
5,1.6600000000000001,0.1875
5,1.6600000000000001,0.19166666666666665
5,1.6600000000000001,0.1958333333333333
5,1.6600000000000001,0.19999999999999996
5,1.6600000000000001,0.2041666666666666
5,1.6600000000000001,0.20833333333333337
5,1.6600000000000001,0.21250000000000002
5,1.6600000000000001,0.21666666666666667
5,1.6600000000000001,0.22083333333333333
5,1.68,-0.22083333333333333
5,1.68,-0.21666666666666667
5,1.68,-0.21250000000000002
5,1.68,-0.20833333333333331
5,1.68,-0.20416666666666666
5,1.68,-0.2
5,1.68,-0.19583333333333336
5,1.68,-0.19166666666666665
5,1.68,-0.1875
5,1.68,0.1875
5,1.68,0.19166666666666665
5,1.68,0.1958333333333333
5,1.68,0.19999999999999996
5,1.68,0.2041666666666666
5,1.68,0.20833333333333337
5,1.68,0.21250000000000002
5,1.68,0.21666666666666667
5,1.68,0.22083333333333333
5,1.7,-0.22083333333333333
5,1.7,-0.21666666666666667
5,1.7,-0.21250000000000002
5,1.7,-0.20833333333333331
5,1.7,-0.20416666666666666
5,1.7,-0.2
5,1.7,-0.19583333333333336
5,1.7,-0.19166666666666665
5,1.7,-0.1875
5,1.7,0.1875
5,1.7,0.19166666666666665
5,1.7,0.1958333333333333
5,1.7,0.19999999999999996
5,1.7,0.2041666666666666
5,1.7,0.20833333333333337
5,1.7,0.21250000000000002
5,1.7,0.21666666666666667
5,1.7,0.22083333333333333
5,1.72,-0.21666666666666667
5,1.72,-0.21250000000000002
5,1.72,-0.20833333333333331
5,1.72,-0.20416666666666666
5,1.72,-0.2
5,1.72,-0.19583333333333336
5,1.72,-0.19166666666666665
5,1.72,-0.1875
5,1.72,-0.18333333333333335
5,1.72,0.18333333333333335
5,1.72,0.1875
5,1.72,0.19166666666666665
5,1.72,0.1958333333333333
5,1.72,0.19999999999999996
5,1.72,0.2041666666666666
5,1.72,0.20833333333333337
5,1.72,0.21250000000000002
5,1.72,0.21666666666666667
5,1.74,-0.21666666666666667
5,1.74,-0.21250000000000002
5,1.74,-0.20833333333333331
5,1.74,-0.20416666666666666
5,1.74,-0.2
5,1.74,-0.19583333333333336
5,1.74,-0.19166666666666665
5,1.74,-0.1875
5,1.74,-0.18333333333333335
5,1.74,0.18333333333333335
5,1.74,0.1875
5,1.74,0.19166666666666665
5,1.74,0.1958333333333333
5,1.74,0.19999999999999996
5,1.74,0.2041666666666666
5,1.74,0.20833333333333337
5,1.74,0.21250000000000002
5,1.74,0.21666666666666667
5,1.76,-0.21250000000000002
5,1.76,-0.20833333333333331
5,1.76,-0.20416666666666666
5,1.76,-0.2
5,1.76,-0.19583333333333336
5,1.76,-0.19166666666666665
5,1.76,-0.1875
5,1.76,-0.18333333333333335
5,1.76,-0.1791666666666667
5,1.76,0.1791666666666667
5,1.76,0.18333333333333335
5,1.76,0.1875
5,1.76,0.19166666666666665
5,1.76,0.1958333333333333
5,1.76,0.19999999999999996
5,1.76,0.2041666666666666
5,1.76,0.20833333333333337
5,1.76,0.21250000000000002
5,1.78,-0.21250000000000002
5,1.78,-0.20833333333333331
5,1.78,-0.20416666666666666
5,1.78,-0.2
5,1.78,-0.19583333333333336
5,1.78,-0.19166666666666665
5,1.78,-0.1875
5,1.78,-0.18333333333333335
5,1.78,-0.1791666666666667
5,1.78,0.1791666666666667
5,1.78,0.18333333333333335
5,1.78,0.1875
5,1.78,0.19166666666666665
5,1.78,0.1958333333333333
5,1.78,0.19999999999999996
5,1.78,0.2041666666666666
5,1.78,0.20833333333333337
5,1.78,0.21250000000000002
5,1.8,-0.21250000000000002
5,1.8,-0.20833333333333331
5,1.8,-0.20416666666666666
5,1.8,-0.2
5,1.8,-0.19583333333333336
5,1.8,-0.19166666666666665
5,1.8,-0.1875
5,1.8,-0.18333333333333335
5,1.8,-0.1791666666666667
5,1.8,0.1791666666666667
5,1.8,0.18333333333333335
5,1.8,0.1875
5,1.8,0.19166666666666665
5,1.8,0.1958333333333333
5,1.8,0.19999999999999996
5,1.8,0.2041666666666666
5,1.8,0.20833333333333337
5,1.8,0.21250000000000002
5,1.82,-0.20833333333333331
5,1.82,-0.20416666666666666
5,1.82,-0.2
5,1.82,-0.19583333333333336
5,1.82,-0.19166666666666665
5,1.82,-0.1875
5,1.82,-0.18333333333333335
